| Idx | Short Name                                         | Start (ns)       | End (ns)         | Duration (ns) | Stream | Category        | Grid       | Block      | Regs/Thr | ShMem (B) | Comm Algorithm              | Comm Size Hint                    | Xfer Bytes | Xfer Kind | Full Name                                                                                                                                                                                                |
| 866 | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256... | 3519584435523238 | 3519584435531078 | 7840          | 23     | compute_kernel  | (56,8,1)   | (512,1,1)  | 128      | 124752    |                             |                                   |            |           | bmm_Bfloat16_E2m1E2m1_Fp32_bA16_bB16_t128x8x256_s6_et128x8_m128x8x64_c1x1x1_16dp256b_rM_TN_transOut_schPd2x1x2x3_biasFp32M_bN_rgTma_clmp_dynB_sm100f                                                     |
| 867 | void moe::dev::finalize::finalizeKernel<moe::de... | 3519584435529542 | 3519584435533958 | 4416          | 23     | compute_kernel  | (28,1,1)   | (256,1,1)  | 32       | 0         |                             |                                   |            |           | void moe::dev::finalize::finalizeKernel<moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16_t, 4, true> >(moe::dev::finalize::KernelParams<cutlass::bfloat16_t, cutlass::bfloat16... |
| 868 | triton_poi_fused_add_mul_0                         | 3519584435534310 | 3519584435535878 | 1568          | 23     | compute_kernel  | (7,1,1)    | (128,1,1)  | 26       | 0         |                             |                                   |            |           | triton_poi_fused_add_mul_0                                                                                                                                                                               |
| 869 | void flashinfer::trtllm_allreduce_fusion::allre... | 3519584435535878 | 3519584435543590 | 7712          | 23     | communication   | (4,1,1)    | (224,1,1)  | 62       | 136       | flashinfer_allreduce_fusion |                                   |            |           | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, 8, true, true>(flashinfer::trtllm_al... |
| 870 | void fused_a_gemm_kernel<1, 2112, 7168, 16, 8, ... | 3519584435543910 | 3519584435551622 | 7712          | 23     | compute_kernel  | (132,1,1)  | (256,1,1)  | 48       | 197632    |                             |                                   |            |           | void fused_a_gemm_kernel<1, 2112, 7168, 16, 8, 256, 16>(__nv_bfloat16*, __nv_bfloat16 const*, __nv_bfloat16 const*, int)                                                                                 |
| 871 | triton_poi_fused_1                                 | 3519584435551942 | 3519584435553958 | 2016          | 23     | compute_kernel  | (1,1,1)    | (128,1,1)  | 47       | 0         |                             |                                   |            |           | triton_poi_fused_1                                                                                                                                                                                       |
| 872 | triton_red_fused_2                                 | 3519584435554310 | 3519584435556934 | 2624          | 23     | compute_kernel  | (2,1,1)    | (512,1,1)  | 26       | 8192      |                             |                                   |            |           | triton_red_fused_2                                                                                                                                                                                       |
| 873 | nvjet_sm100_tst_16x64_64x16_4x1_v_bz_TNN           | 3519584435556934 | 3519584435562694 | 5760          | 23     | compute_kernel  | (96,1,1)   | (256,1,1)  | 255      | 172552    |                             |                                   |            |           | nvjet_sm100_tst_16x64_64x16_4x1_v_bz_TNN                                                                                                                                                                 |
| 874 | triton_poi_fused_add_copy_expand_index_mul_neg_... | 3519584435563014 | 3519584435565158 | 2144          | 23     | compute_kernel  | (2,1,1)    | (128,1,1)  | 56       | 0         |                             |                                   |            |           | triton_poi_fused_add_copy_expand_index_mul_neg_slice_split_stack_unsqueeze_view_3                                                                                                                        |
| 875 | void vllm::concat_and_cache_mla_kernel<__nv_bfl... | 3519584435565350 | 3519584435567462 | 2112          | 23     | compute_kernel  | (1,1,1)    | (512,1,1)  | 30       | 0         |                             |                                   |            |           | void vllm::concat_and_cache_mla_kernel<__nv_bfloat16, unsigned char, (vllm::Fp8KVCacheDataType)1>(__nv_bfloat16 const*, __nv_bfloat16 const*, unsigned char*, long const*, int, int, int, int, int, i... |
| 876 | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_NNT            | 3519584435567494 | 3519584435570374 | 2880          | 23     | compute_kernel  | (64,1,1)   | (256,1,1)  | 255      | 156168    |                             |                                   |            |           | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_NNT                                                                                                                                                                  |
| 877 | triton_poi_fused__to_copy_cat_clamp_mul_recipro... | 3519584435570662 | 3519584435572390 | 1728          | 23     | compute_kernel  | (18,1,1)   | (128,1,1)  | 16       | 0         |                             |                                   |            |           | triton_poi_fused__to_copy_cat_clamp_mul_reciprocal_view_0                                                                                                                                                |
| 878 | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVP... | 3519584435572390 | 3519584435581414 | 9024          | 23     | compute_kernel  | (74,2,1)   | (512,1,1)  | 128      | 161456    |                             |                                   |            |           | fmhaSm100fKernel_QkvE4m3OBfloat16HQk576HV512HVPerCta256PagedKvDenseP32MultiCtasKvVarSeqQ8Kv128StaticSwapsAbForGen                                                                                        |
| 879 | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN            | 3519584435581254 | 3519584435584774 | 3520          | 23     | compute_kernel  | (128,1,1)  | (256,1,1)  | 255      | 156168    |                             |                                   |            |           | nvjet_sm100_tst_8x64_64x16_4x1_v_bz_TNN                                                                                                                                                                  |
| 880 | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT            | 3519584435583622 | 3519584435589158 | 5536          | 23     | compute_kernel  | (112,1,1)  | (256,1,1)  | 255      | 156168    |                             |                                   |            |           | nvjet_sm100_tst_64x8_64x16_4x1_v_bz_TNT                                                                                                                                                                  |
| 881 | void flashinfer::trtllm_allreduce_fusion::allre... | 3519584435587238 | 3519584435595046 | 7808          | 23     | communication   | (4,1,1)    | (224,1,1)  | 62       | 136       | flashinfer_allreduce_fusion |                                   |            |           | void flashinfer::trtllm_allreduce_fusion::allreduce_fusion_kernel_oneshot_lamport<(flashinfer::trtllm_allreduce_fusion::AllReduceFusionPattern)1, __nv_bfloat16, 8, true, true>(flashinfer::trtllm_al... |
| 882 | void router_gemm_kernel_float_output<__nv_bfloa... | 3519584435595366 | 3519584435598214 | 2848          | 23     | compute_kernel  | (384,1,1)  | (128,1,1)  | 64       | 16        |                             |                                   |            |           | void router_gemm_kernel_float_output<__nv_bfloat16, 128, 8, 1, 384, 7168>(float*, __nv_bfloat16 const*, __nv_bfloat16 const*)                                                                            |
| 883 | void at::native::vectorized_elementwise_kernel<... | 3519584435595686 | 3519584435597030 | 1344          | 5644   | compute_kernel  | (14,1,1)   | (128,1,1)  | 16       | 0         |                             |                                   |            |           | void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)                                      |
| 884 | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false... | 3519584435597478 | 3519584435599430 | 1952          | 5644   | compute_kernel  | (128,2,1)  | (512,1,1)  | 32       | 0         |                             |                                   |            |           | void vllm::cvt_fp16_to_fp4<__nv_bfloat16, false>(int, int, int, __nv_bfloat16 const*, float const*, unsigned int*, unsigned int*)                                                                        |
